PlayerID,FirstName,LastName,Height,Weight,Team,BirthDate
20000517,Taj,Gibson,81,232,NY,1985-06-24T00:00:00
20000519,Tony,Snell,78,213,DET,1991-11-10T00:00:00
20000522,Doug,McDermott,79,225,IND,1992-01-03T00:00:00
20000524,E'Twaun,Moore,75,191,NO,1989-02-25T00:00:00
20000526,Chandler,Parsons,81,230,ATL,1988-10-25T00:00:00
20000528,Tyson,Chandler,84,235,HOU,1982-10-02T00:00:00
20000530,Rajon,Rondo,73,180,LAL,1986-02-22T00:00:00
20000531,J.J.,Barea,70,180,DAL,1984-06-26T00:00:00
20000532,Al-Farouq,Aminu,80,220,ORL,1990-09-21T00:00:00
20000539,Dwight,Powell,82,240,DAL,1991-07-20T00:00:00
20000541,Trevor,Ariza,80,215,POR,1985-06-30T00:00:00
20000543,Dwight,Howard,82,265,LAL,1985-12-08T00:00:00
20000544,James,Harden,77,220,HOU,1989-08-26T00:00:00
20000549,Clint,Capela,82,240,HOU,1994-05-18T00:00:00
20000554,Patrick,Beverley,73,180,LAC,1988-07-12T00:00:00
20000556,Evan,Turner,78,220,ATL,1988-10-27T00:00:00
20000559,Avery,Bradley,75,180,LAL,1990-11-26T00:00:00
20000560,Marcus,Smart,75,220,BOS,1994-03-06T00:00:00
20000561,Isaiah,Thomas,69,185,WAS,1989-02-07T00:00:00
20000562,Jae,Crowder,78,235,MEM,1990-07-06T00:00:00
20000564,Kelly,Olynyk,83,240,MIA,1991-04-19T00:00:00
20000571,LeBron,James,81,250,LAL,1984-12-30T00:00:00
20000572,Kevin,Love,80,251,CLE,1988-09-07T00:00:00
20000574,Kyrie,Irving,74,195,BKN,1992-03-23T00:00:00
20000577,Tristan,Thompson,81,254,CLE,1991-03-13T00:00:00
20000579,Matthew,Dellavedova,75,200,CLE,1990-09-08T00:00:00
20000584,Joe,Harris,78,220,BKN,1991-09-06T00:00:00
20000587,Thaddeus,Young,80,235,CHI,1988-06-21T00:00:00
20000588,Brook,Lopez,84,282,MIL,1988-04-01T00:00:00
20000591,Bojan,Bogdanovic,80,226,UTA,1989-04-18T00:00:00
20000594,Mason,Plumlee,83,254,DEN,1990-03-05T00:00:00
20000601,DeMarre,Carroll,78,215,SA,1986-07-27T00:00:00
20000602,Paul,Millsap,79,257,DEN,1985-02-10T00:00:00
20000603,Al,Horford,81,240,PHI,1986-06-03T00:00:00
20000604,Kyle,Korver,79,212,MIL,1981-03-17T00:00:00
20000605,Jeff,Teague,75,195,ATL,1988-06-10T00:00:00
20000606,Dennis,Schroder,73,172,OKC,1993-09-15T00:00:00
20000608,Kent,Bazemore,76,195,SAC,1989-07-01T00:00:00
20000609,Mike,Scott,79,237,PHI,1988-07-16T00:00:00
20000613,Mike,Muscala,82,240,OKC,1991-07-01T00:00:00
20000615,Thabo,Sefolosha,78,215,HOU,1984-05-02T00:00:00
20000616,LaMarcus,Aldridge,83,250,SA,1985-07-19T00:00:00
20000617,Nicolas,Batum,81,230,CHA,1988-12-14T00:00:00
20000618,Robin,Lopez,84,281,MIL,1988-04-01T00:00:00
20000619,Damian,Lillard,74,195,POR,1990-07-15T00:00:00
20000620,C.J.,McCollum,75,190,POR,1991-09-19T00:00:00
20000621,Meyers,Leonard,84,260,MIA,1992-02-27T00:00:00
20000622,Allen,Crabbe,77,212,MIN,1992-04-09T00:00:00
20000625,Tim,Frazier,72,170,DET,1990-11-01T00:00:00
20000629,Wesley,Matthews,76,220,MIL,1986-10-14T00:00:00
20000633,Marc,Gasol,83,255,TOR,1985-01-29T00:00:00
20000634,Courtney,Lee,77,215,DAL,1985-10-03T00:00:00
20000635,Mike,Conley,73,175,UTA,1987-10-11T00:00:00
20000638,Vince,Carter,78,220,ATL,1977-01-26T00:00:00
20000642,JaMychal,Green,80,227,LAC,1990-06-21T00:00:00
20000646,Kawhi,Leonard,79,225,LAC,1991-06-29T00:00:00
20000650,Danny,Green,78,215,LAL,1987-06-22T00:00:00
20000652,Aron,Baynes,82,260,PHO,1986-12-09T00:00:00
20000654,Marco,Belinelli,77,220,SA,1986-03-25T00:00:00
20000655,Cory,Joseph,75,200,SAC,1991-08-20T00:00:00
20000656,Patty,Mills,73,180,SA,1988-08-11T00:00:00
20000659,Kyle,Anderson,81,230,MEM,1993-09-20T00:00:00
20000661,Blake,Griffin,81,250,DET,1989-03-16T00:00:00
20000663,DeAndre,Jordan,83,265,BKN,1988-07-21T00:00:00
20000664,Chris,Paul,73,175,OKC,1985-05-06T00:00:00
20000665,J.J.,Redick,75,200,NO,1984-06-24T00:00:00
20000667,Austin,Rivers,75,200,HOU,1992-08-01T00:00:00
20000676,Tobias,Harris,80,226,PHI,1992-07-15T00:00:00
20000677,Kyle,O'Quinn,81,250,PHI,1990-03-26T00:00:00
20000678,Nikola,Vucevic,83,260,ORL,1990-10-24T00:00:00
20000679,Evan,Fournier,79,205,ORL,1992-10-29T00:00:00
20000680,Elfrid,Payton,75,195,NY,1994-02-22T00:00:00
20000681,Aaron,Gordon,80,235,ORL,1995-09-16T00:00:00
20000684,Dewayne,Dedmon,84,245,SAC,1989-08-12T00:00:00
20000686,Maurice,Harkless,79,220,LAC,1993-05-11T00:00:00
20000689,Victor,Oladipo,76,213,IND,1992-05-04T00:00:00
20000691,Darius,Miller,78,225,NO,1990-03-21T00:00:00
20000698,Troy,Daniels,76,200,LAL,1991-07-15T00:00:00
20000707,Ed,Davis,81,218,UTA,1989-06-05T00:00:00
20000708,Jordan,Clarkson,76,192,UTA,1992-06-07T00:00:00
20000710,Julius,Randle,80,250,NY,1994-11-29T00:00:00
20000712,Wayne,Ellington,76,207,NY,1987-11-29T00:00:00
20000716,Nerlens,Noel,82,220,OKC,1994-04-10T00:00:00
20000724,Jakarr,Sampson,79,214,IND,1993-03-20T00:00:00
20000726,Joel,Embiid,84,280,PHI,1994-03-16T00:00:00
20000727,Jerami,Grant,80,210,DEN,1994-03-12T00:00:00
20000730,Solomon,Hill,78,226,MEM,1991-03-18T00:00:00
20000737,Ian,Mahinmi,83,262,WAS,1986-11-05T00:00:00
20000742,Paul,George,80,220,LAC,1990-05-02T00:00:00
20000743,George,Hill,75,188,MIL,1986-05-04T00:00:00
20000745,Brandon,Knight,74,182,CLE,1991-12-02T00:00:00
20000748,Michael,Kidd-Gilchrist,78,232,CHA,1993-09-26T00:00:00
20000749,Marvin,Williams,80,237,CHA,1986-06-19T00:00:00
20000752,Kemba,Walker,72,184,BOS,1990-05-08T00:00:00
20000754,Cody,Zeller,84,240,CHA,1992-10-05T00:00:00
20000758,Bismack,Biyombo,80,255,CHA,1992-08-28T00:00:00
20000762,Noah,Vonleh,82,257,MIN,1995-08-24T00:00:00
20000775,Shabazz,Napier,72,175,MIN,1991-07-14T00:00:00
20000776,James,Ennis,78,215,PHI,1990-07-01T00:00:00
20000780,Udonis,Haslem,80,235,MIA,1980-06-09T00:00:00
20000784,Carmelo,Anthony,80,238,POR,1984-05-29T00:00:00
20000788,Tim,Hardaway Jr.,77,205,DAL,1992-03-16T00:00:00
20000795,Andrew,Wiggins,79,197,MIN,1995-02-23T00:00:00
20000797,Ricky,Rubio,75,190,PHO,1990-10-21T00:00:00
20000800,Gorgui,Dieng,82,252,MIN,1990-01-18T00:00:00
20000804,Zach,LaVine,78,200,CHI,1995-03-10T00:00:00
20000806,Glenn,Robinson III,78,222,GS,1994-01-08T00:00:00
20000810,Andre,Drummond,82,279,DET,1993-08-10T00:00:00
20000811,Kentavious,Caldwell-Pope,77,204,LAL,1993-02-18T00:00:00
20000813,D.J.,Augustin,71,183,ORL,1987-11-10T00:00:00
20000816,Spencer,Dinwiddie,77,215,BKN,1993-04-06T00:00:00
20000822,Danilo,Gallinari,82,233,OKC,1988-08-08T00:00:00
20000824,Wilson,Chandler,80,235,BKN,1987-05-10T00:00:00
20000827,Jusuf,Nurkic,84,290,POR,1994-08-23T00:00:00
20000828,JaVale,McGee,84,270,LAL,1988-01-19T00:00:00
20000832,Gary,Harris,76,210,DEN,1994-09-14T00:00:00
20000833,Gordon,Hayward,79,225,BOS,1990-03-23T00:00:00
20000834,Derrick,Favors,81,265,NO,1991-07-15T00:00:00
20000835,Enes,Kanter,82,250,BOS,1992-05-20T00:00:00
20000836,Trey,Burke,72,185,PHI,1992-11-12T00:00:00
20000837,Alec,Burks,78,214,GS,1991-07-20T00:00:00
20000839,Rodney,Hood,80,208,POR,1992-10-20T00:00:00
20000840,Rudy,Gobert,85,258,UTA,1992-06-26T00:00:00
20000841,Dante,Exum,77,214,CLE,1995-07-13T00:00:00
20000842,Joe,Ingles,79,220,UTA,1987-10-02T00:00:00
20000847,Marcus,Morris,80,218,NY,1989-09-02T00:00:00
20000848,Markieff,Morris,80,245,DET,1989-09-02T00:00:00
20000849,Goran,Dragic,75,190,MIA,1986-05-06T00:00:00
20000850,Eric,Bledsoe,73,214,MIL,1989-12-09T00:00:00
20000851,Gerald,Green,78,205,HOU,1986-01-26T00:00:00
20000852,Alex,Len,84,250,ATL,1993-06-16T00:00:00
20000854,Anthony,Tolliver,80,240,SAC,1985-06-01T00:00:00
20000856,P.J.,Tucker,77,245,HOU,1985-05-05T00:00:00
20000858,T.J.,Warren,80,220,IND,1993-09-05T00:00:00
20000860,Rudy,Gay,80,250,SA,1986-08-17T00:00:00
20000862,DeMarcus,Cousins,82,270,LAL,1990-08-13T00:00:00
20000864,Ben,McLemore,75,195,HOU,1993-02-11T00:00:00
20000874,Serge,Ibaka,84,235,TOR,1989-09-18T00:00:00
20000875,Steven,Adams,83,265,OKC,1993-07-20T00:00:00
20000876,Andre,Roberson,79,210,OKC,1991-12-04T00:00:00
20000877,Russell,Westbrook,75,200,HOU,1988-11-12T00:00:00
20000881,Reggie,Jackson,75,208,DET,1990-04-16T00:00:00
20000882,Jeremy,Lamb,77,180,IND,1992-05-30T00:00:00
20000884,Kevin,Durant,82,240,BKN,1988-09-29T00:00:00
20000887,Will,Barton,77,181,DEN,1991-01-06T00:00:00
20000890,Dion,Waiters,75,210,MIA,1991-12-10T00:00:00
20000896,Reggie,Bullock,78,205,NY,1991-03-16T00:00:00
20000901,Ish,Smith,72,175,WAS,1988-07-05T00:00:00
20000903,Robert,Covington,79,209,MIN,1990-12-14T00:00:00
20000904,Hassan,Whiteside,84,265,POR,1989-06-13T00:00:00
20000912,Langston,Galloway,73,200,DET,1991-12-09T00:00:00
20000916,Tyler,Johnson,75,186,PHO,1992-05-07T00:00:00
20000933,Seth,Curry,74,185,DAL,1990-08-23T00:00:00
20001389,Richaun,Holmes,82,235,SAC,1993-10-15T00:00:00
20001391,Jahlil,Okafor,82,270,NO,1995-12-15T00:00:00
20001393,Kelly,Oubre Jr.,79,203,PHO,1995-12-09T00:00:00
20001396,Frank,Kaminsky,84,240,PHO,1993-04-04T00:00:00
20001400,Josh,Richardson,77,200,PHI,1993-09-15T00:00:00
20001401,Justise,Winslow,78,222,MIA,1996-03-26T00:00:00
20001403,Mario,Hezonja,80,220,POR,1995-02-25T00:00:00
20001405,Guillermo,Hernangomez,83,250,CHA,1994-05-27T00:00:00
20001406,Kristaps,Porzingis,87,240,DAL,1995-08-02T00:00:00
20001408,Rondae,Hollis-Jefferson,78,217,TOR,1995-01-03T00:00:00
20001413,Terry,Rozier,73,190,CHA,1994-03-17T00:00:00
20001416,Norman,Powell,75,215,TOR,1993-05-25T00:00:00
20001418,Delon,Wright,77,185,DAL,1992-04-26T00:00:00
20001419,Cristiano,Da Silva Felicio,82,270,CHI,1992-07-07T00:00:00
20001420,Bobby,Portis,82,250,NY,1995-02-10T00:00:00
20001421,Cedi,Osman,79,230,CLE,1995-04-08T00:00:00
20001424,Myles,Turner,83,250,IND,1996-03-24T00:00:00
20001427,Stanley,Johnson,78,242,TOR,1996-05-29T00:00:00
20001429,Nemanja,Bjelica,82,234,SAC,1988-05-09T00:00:00
20001430,Tyus,Jones,72,196,MEM,1996-05-10T00:00:00
20001431,Karl-Anthony,Towns,83,248,MIN,1995-11-15T00:00:00
20001433,Trey,Lyles,81,234,SA,1995-11-05T00:00:00
20001434,Raul,Neto,73,180,PHI,1992-05-19T00:00:00
20001438,Pat,Connaughton,77,209,MIL,1993-01-06T00:00:00
20001441,Nikola,Jokic,84,284,DEN,1995-02-19T00:00:00
20001442,Emmanuel,Mudiay,75,200,UTA,1996-03-05T00:00:00
20001447,Montrezl,Harrell,79,240,LAC,1994-01-26T00:00:00
20001449,Boban,Marjanovic,88,290,DAL,1988-08-15T00:00:00
20001455,Kevon,Looney,81,222,GS,1996-02-06T00:00:00
20001457,Larry,Nance Jr.,79,245,CLE,1993-01-01T00:00:00
20001458,D'Angelo,Russell,76,193,GS,1996-02-23T00:00:00
20001460,Devin,Booker,77,206,PHO,1996-10-30T00:00:00
20001461,Willie,Cauley-Stein,84,240,DAL,1993-08-18T00:00:00
20001470,Treveon,Graham,77,219,ATL,1993-10-28T00:00:00
20001479,Michael,Frazier II,75,200,HOU,
20001503,Brad,Wanamaker,75,210,BOS,1989-07-25T00:00:00
20001521,Thanasis,Antetokounmpo,78,219,MIL,1992-07-18T00:00:00
20001525,T.J.,McConnell,73,190,IND,1992-03-25T00:00:00
20001526,Jordan,McRae,77,179,WAS,1991-03-28T00:00:00
20001527,Christian,Wood,82,214,DET,1995-09-27T00:00:00
20001530,Malcolm,Miller,79,210,TOR,1993-03-06T00:00:00
20001567,Deonte,Burton,76,240,OKC,1994-01-31T00:00:00
20001573,Quinn,Cook,73,180,LAL,1993-03-23T00:00:00
20001597,Dario,Saric,82,225,PHO,1994-04-08T00:00:00
20001623,Rodney,McGruder,76,205,LAC,1991-07-29T00:00:00
20001630,Khem,Birch,81,233,ORL,1992-09-28T00:00:00
20001661,Ben,Simmons,82,240,PHI,1996-07-20T00:00:00
20001666,Jamal,Murray,76,215,DEN,1997-02-23T00:00:00
20001667,Thon,Maker,84,221,DET,1997-02-25T00:00:00
20001668,Davis,Bertans,82,225,WAS,1992-11-12T00:00:00
20001669,Dragan,Bender,84,249,MIL,1997-11-17T00:00:00
20001670,Kris,Dunn,75,205,CHI,1994-03-18T00:00:00
20001671,Brandon,Ingram,79,190,NO,1997-09-02T00:00:00
20001672,Jaylen,Brown,78,223,BOS,1996-10-24T00:00:00
20001673,Buddy,Hield,76,220,SAC,1992-12-17T00:00:00
20001674,Marquese,Chriss,81,240,GS,1997-07-02T00:00:00
20001675,Skal,Labissiere,82,235,POR,1996-03-18T00:00:00
20001678,Malik,Beasley,76,187,DEN,1996-11-26T00:00:00
20001679,Dejounte,Murray,76,180,SA,1996-09-19T00:00:00
20001680,Taurean,Prince,79,218,BKN,1994-03-22T00:00:00
20001682,Patrick,McCaw,79,181,TOR,1995-10-25T00:00:00
20001683,Domantas,Sabonis,83,240,IND,1996-05-03T00:00:00
20001687,Jakob,Poeltl,85,245,SA,1995-10-15T00:00:00
20001689,Damian,Jones,83,245,ATL,1995-06-30T00:00:00
20001690,Deandre,Bembry,77,210,ATL,1994-07-04T00:00:00
20001692,Timothe,Luwawu,79,210,BKN,1995-05-09T00:00:00
20001693,Denzel,Valentine,76,220,CHI,1993-11-16T00:00:00
20001694,Ivica,Zubac,84,240,LAC,1997-03-18T00:00:00
20001695,Ante,Zizic,82,266,CLE,1997-01-04T00:00:00
20001697,Juan,Hernangomez,81,214,DEN,1995-09-28T00:00:00
20001698,Cheick,Diallo,80,219,PHO,1996-09-13T00:00:00
20001701,Malcolm,Brogdon,77,229,IND,1992-12-11T00:00:00
20001706,Jake,Layman,80,209,MIN,1994-03-07T00:00:00
20001707,Caris,Levert,78,205,BKN,1994-08-25T00:00:00
20001708,Georges,Niang,79,230,UTA,1993-06-17T00:00:00
20001710,Pascal,Siakam,81,230,TOR,1994-04-02T00:00:00
20001721,Abdel,Nader,77,225,OKC,1993-09-25T00:00:00
20001722,Furkan,Korkmaz,79,202,PHI,1997-07-24T00:00:00
20001730,Gary,Payton,75,195,WAS,1992-12-01T00:00:00
20001732,Yogi,Ferrell,72,178,SAC,1993-05-09T00:00:00
20001733,Fred,Vanvleet,73,197,TOR,1994-02-25T00:00:00
20001745,Bogdan,Bogdanovic,78,220,SAC,1992-08-18T00:00:00
20001746,Ryan,Arcidiacono,75,195,CHI,1994-03-26T00:00:00
20001747,Danuel,House,78,220,HOU,1993-06-07T00:00:00
20001749,Tomas,Satoransky,79,210,CHI,1991-10-30T00:00:00
20001757,Dorian,Finney-Smith,79,220,DAL,1993-05-04T00:00:00
20001760,Bryn,Forbes,74,205,SA,1993-07-23T00:00:00
20001791,Damion,Lee,77,210,GS,1992-10-21T00:00:00
20001795,Shaquille,Harrison,79,190,CHI,1993-10-06T00:00:00
20001796,Derrick,Jones,78,210,MIA,1997-02-15T00:00:00
20001801,Alex,Caruso,77,186,LAL,1994-02-28T00:00:00
20001822,Hamidou,Diallo,77,202,OKC,1998-07-31T00:00:00
20001823,Lonzo,Ball,78,190,NO,1997-10-27T00:00:00
20001824,De'Aaron,Fox,75,185,SAC,1997-12-20T00:00:00
20001825,Markelle,Fultz,75,209,ORL,1998-05-29T00:00:00
20001826,Dennis,Smith Jr.,74,205,NY,1997-11-25T00:00:00
20001827,Harry,Giles,83,240,SAC,1998-04-22T00:00:00
20001828,Josh,Jackson,80,207,MEM,1997-02-10T00:00:00
20001829,Jayson,Tatum,80,210,BOS,1998-03-03T00:00:00
20001830,Jonathan,Isaac,83,230,ORL,1997-10-03T00:00:00
20001831,Lauri,Markkanen,84,240,CHI,1997-05-22T00:00:00
20001832,Frank,Ntilikina,76,200,NY,1998-07-28T00:00:00
20001833,Malik,Monk,75,200,CHA,1998-02-04T00:00:00
20001834,Zach,Collins,83,250,POR,1997-11-19T00:00:00
20001835,John,Collins,81,235,ATL,1997-09-23T00:00:00
20001836,Bam,Adebayo,81,255,MIA,1997-07-18T00:00:00
20001837,Jarrett,Allen,83,243,BKN,1998-04-21T00:00:00
20001838,OG,Anunoby,79,232,TOR,1997-07-17T00:00:00
20001839,TJ,Leaf,82,222,IND,1997-04-30T00:00:00
20001840,Luke,Kennard,77,206,DET,1996-06-24T00:00:00
20001841,D.J.,Wilson,82,231,MIL,1996-02-19T00:00:00
20001843,Terrance,Ferguson,78,190,OKC,1998-05-17T00:00:00
20001844,Donovan,Mitchell,73,215,UTA,1996-09-07T00:00:00
20001845,Justin,Jackson,79,220,DAL,1995-03-28T00:00:00
20001846,Jordan,Bell,80,216,MIN,1995-01-07T00:00:00
20001847,Frank,Jackson,75,205,NO,1998-05-04T00:00:00
20001848,Wesley,Iwundu,78,195,ORL,1994-12-20T00:00:00
20001849,Jonah,Bolden,80,225,PHI,1996-01-02T00:00:00
20001851,Anzejs,Pasecniks,85,220,WAS,1995-12-20T00:00:00
20001852,Thomas,Bryant,82,248,WAS,1997-07-31T00:00:00
20001853,Josh,Hart,77,215,NO,1995-03-06T00:00:00
20001854,Caleb,Swanigan,81,260,POR,1997-04-18T00:00:00
20001856,Derrick,White,76,190,SA,1994-07-02T00:00:00
20001857,Tony,Bradley,82,248,UTA,1998-01-08T00:00:00
20001858,Kyle,Kuzma,80,221,LAL,1995-07-24T00:00:00
20001860,Frank,Mason III,71,190,MIL,1994-04-03T00:00:00
20001861,Dwayne,Bacon,78,221,CHA,1995-08-30T00:00:00
20001863,Damyean,Dotson,77,210,NY,1994-05-06T00:00:00
20001864,Sterling,Brown,77,219,MIL,1995-02-10T00:00:00
20001866,Kadeem,Allen,73,200,NY,1993-01-15T00:00:00
20001867,Semi,Ojeleye,78,240,BOS,1994-12-05T00:00:00
20001870,Vlatko,Cancar,80,236,DEN,1997-04-10T00:00:00
20001871,Monte,Morris,74,183,DEN,1995-06-27T00:00:00
20001873,Dillon,Brooks,79,225,MEM,1996-01-22T00:00:00
20001874,Isaiah,Hartenstein,84,250,HOU,1998-05-05T00:00:00
20001875,Edmond,Sumner,76,196,IND,1995-12-31T00:00:00
20001880,Nigel,Williams-Goss,74,190,UTA,1994-09-16T00:00:00
20001885,P.J.,Dozier,78,205,DEN,1996-10-25T00:00:00
20001886,Chris,Boucher,81,200,TOR,1993-01-11T00:00:00
20001889,Luke,Kornet,86,250,CHI,1995-07-15T00:00:00
20001890,Kobi,Simmons,77,180,CHA,1997-07-04T00:00:00
20001898,Johnathan,Motley,80,230,LAC,1995-05-04T00:00:00
20001901,Daniel,Theis,80,245,BOS,1992-04-04T00:00:00
20001909,Maximilian,Kleber,82,240,DAL,1992-01-29T00:00:00
20001912,Torrey,Craig,79,221,DEN,1990-12-19T00:00:00
20001913,Royce,O'Neale,76,226,UTA,1993-06-05T00:00:00
20001919,Derrick,Walton Jr.,72,185,LAC,1995-04-03T00:00:00
20001922,Antonius,Cleveland,77,195,DAL,1994-02-02T00:00:00
20001941,Amile,Jefferson,81,222,ORL,1993-05-07T00:00:00
20001946,Nazareth,Mitrou-Long,75,218,IND,1993-08-03T00:00:00
20001974,Josh,Gray,72,180,NO,1993-09-09T00:00:00
20001984,Luka,Doncic,79,230,DAL,1999-02-28T00:00:00
20001985,Mohamed,Bamba,84,231,ORL,1998-05-12T00:00:00
20001986,Grayson,Allen,76,198,MEM,1995-10-08T00:00:00
20001987,Donte,Divincenzo,76,203,MIL,1997-01-31T00:00:00
20001988,Michael,Porter Jr.,82,218,DEN,1998-06-29T00:00:00
20001989,Trae,Young,73,180,ATL,1998-09-19T00:00:00
20001990,Deandre,Ayton,83,250,PHO,1998-07-23T00:00:00
20001991,Jaren,Jackson Jr.,83,242,MEM,1999-09-15T00:00:00
20001993,Kevin,Huerter,79,190,ATL,1998-08-27T00:00:00
20001994,Kevin,Knox,79,215,NY,1999-08-11T00:00:00
20001995,Marvin,Bagley,83,235,SAC,1999-03-14T00:00:00
20001996,Wendell,Carter Jr.,81,270,CHI,1999-04-16T00:00:00
20001997,Collin,Sexton,73,190,CLE,1999-01-04T00:00:00
20001998,Mikal,Bridges,78,209,PHO,1996-08-30T00:00:00
20001999,Shai,Gilgeous-Alexander,77,180,OKC,1998-07-12T00:00:00
20002000,Jerome,Robinson,76,190,LAC,1997-02-22T00:00:00
20002001,Zhaire,Smith,75,205,PHI,1999-06-09T00:00:00
20002002,Troy,Brown,78,215,WAS,1999-07-28T00:00:00
20002003,Miles,Bridges,78,225,CHA,1998-03-21T00:00:00
20002004,Chandler,Hutchison,79,210,CHI,1996-04-26T00:00:00
20002005,Aaron,Holiday,72,185,IND,1996-09-30T00:00:00
20002006,Josh,Okogie,76,213,MIN,1998-09-01T00:00:00
20002007,Anfernee,Simons,75,181,POR,1999-06-08T00:00:00
20002008,Lonnie,Walker IV,77,204,SA,1998-12-14T00:00:00
20002010,Devonte',Graham,73,195,CHA,1995-02-22T00:00:00
20002012,Omari,Spellman,80,245,GS,1997-07-21T00:00:00
20002013,Melvin,Frazier,77,215,ORL,1996-08-30T00:00:00
20002015,Jarred,Vanderbilt,81,214,DEN,1999-04-03T00:00:00
20002016,Mitchell,Robinson,84,240,NY,1998-04-01T00:00:00
20002017,Kostas,Antetokounmpo,82,200,LAL,1997-11-20T00:00:00
20002018,Isaac,Bonga,80,180,WAS,1999-11-08T00:00:00
20002019,Landry,Shamet,76,190,LAC,1997-03-13T00:00:00
20002020,Ray,Spalding,82,215,CHA,1997-03-11T00:00:00
20002021,Khyri,Thomas,75,210,DET,1996-05-08T00:00:00
20002022,Rodions,Kurucs,81,228,BKN,1998-02-05T00:00:00
20002023,Dzanan,Musa,81,217,BKN,1999-05-08T00:00:00
20002024,Robert,Williams,80,237,BOS,1997-10-17T00:00:00
20002027,Gary,Trent Jr.,77,209,POR,1999-01-18T00:00:00
20002028,Jevon,Carter,73,200,PHO,1995-09-14T00:00:00
20002029,De'Anthony,Melton,74,200,MEM,1998-05-28T00:00:00
20002031,Chimezie,Metu,81,225,SA,1997-03-22T00:00:00
20002032,Jalen,Brunson,73,190,DAL,1996-08-31T00:00:00
20002033,Shake,Milton,77,205,PHI,1996-09-26T00:00:00
20002034,Jacob,Evans,76,210,GS,1997-06-18T00:00:00
20002035,Sviatoslav,Mykhailiuk,79,205,DET,1997-06-10T00:00:00
20002036,Moritz,Wagner,83,245,WAS,1997-04-26T00:00:00
20002038,Elie,Okobo,75,190,PHO,1997-10-23T00:00:00
20002039,Alize,Johnson,79,212,IND,1996-04-22T00:00:00
20002040,Bruce,Brown Jr.,76,202,DET,1996-08-15T00:00:00
20002041,Keita,Bates-Diop,80,229,MIN,1996-01-23T00:00:00
20002042,Kevin,Hervey,81,230,OKC,1996-07-09T00:00:00
20002044,Allonzo,Trier,76,200,NY,1996-01-17T00:00:00
20002045,Drew,Eubanks,81,245,SA,1997-02-01T00:00:00
20002048,Cameron,Reynolds,79,225,MIL,1995-02-07T00:00:00
20002056,Kenrich,Williams,78,210,NO,1994-12-02T00:00:00
20002057,Duncan,Robinson,79,215,MIA,1994-04-22T00:00:00
20002058,Yuta,Watanabe,80,215,MEM,1994-10-13T00:00:00
20002073,Johnathan,Williams,81,228,WAS,1995-05-22T00:00:00
20002080,Wenyen,Gabriel,81,205,POR,1997-03-26T00:00:00
20002081,Kendrick,Nunn,74,190,MIA,1995-08-03T00:00:00
20002102,B.J.,Johnson,79,200,ORL,1995-12-21T00:00:00
20002109,Gary,Clark,78,225,ORL,1994-11-16T00:00:00
20002118,Theo,Pinson,77,212,BKN,1995-11-05T00:00:00
20002122,Kelan,Martin,77,230,MIN,
20002127,Jordan,McLaughlin,71,185,MIN,1996-04-09T00:00:00
20002155,Brandon,Goodwin,72,180,ATL,1995-10-02T00:00:00
20002169,Paul,Watson,78,210,TOR,
20002191,Norvel,Pelle,82,231,PHI,1993-02-03T00:00:00
